timestamp,src_ip,dst_ip,src_port,dst_port,protocol,prediction,risk_score
2026-04-25 14:52:38,172.16.0.8,192.168.1.1,44321,3389,icmp,ATTACK,0.6551
2026-04-25 14:52:39,192.168.1.15,10.0.0.1,0,80,tcp,NORMAL,0.261
2026-04-25 14:52:40,192.168.1.15,1.1.1.1,60333,53,tcp,NORMAL,0.1908
2026-04-25 14:52:41,192.168.1.15,8.8.8.8,44321,3389,udp,NORMAL,0.5575
2026-04-25 14:52:42,10.0.0.22,8.8.8.8,44321,53,icmp,ATTACK,0.5901
2026-04-25 14:52:43,192.168.1.10,192.168.1.1,0,443,tcp,NORMAL,0.8972
2026-04-25 14:52:44,10.0.0.22,1.1.1.1,44321,443,udp,NORMAL,0.3573
2026-04-25 14:52:45,192.168.1.15,8.8.8.8,60333,443,tcp,NORMAL,0.5787
2026-04-25 14:52:46,192.168.1.10,8.8.8.8,0,53,tcp,ATTACK,0.3373
2026-04-25 14:52:47,10.0.0.22,192.168.1.1,60333,22,icmp,NORMAL,0.4216
2026-04-25 14:52:48,192.168.1.10,192.168.1.1,44321,80,icmp,NORMAL,0.5573
2026-04-25 14:52:49,172.16.0.8,8.8.8.8,0,53,icmp,NORMAL,0.6715
2026-04-25 14:52:50,172.16.0.8,1.1.1.1,51820,22,tcp,NORMAL,0.4423
2026-04-25 14:52:51,172.16.0.8,1.1.1.1,0,22,udp,ATTACK,0.055
2026-04-25 14:52:52,192.168.1.15,192.168.1.1,44321,443,udp,NORMAL,0.1798
2026-04-25 14:52:53,192.168.1.10,8.8.8.8,0,80,udp,ATTACK,0.8348
2026-04-25 14:52:54,172.16.0.8,1.1.1.1,44321,22,tcp,NORMAL,0.816
2026-04-25 14:52:55,192.168.1.15,1.1.1.1,44321,22,udp,ATTACK,0.2182
2026-04-25 14:52:56,10.0.0.22,8.8.8.8,44321,22,tcp,NORMAL,0.4049
2026-04-25 14:52:57,192.168.1.15,10.0.0.1,0,22,tcp,NORMAL,0.5449
2026-04-25 14:52:58,192.168.1.15,1.1.1.1,60333,443,udp,ATTACK,0.3539
2026-04-25 14:52:59,192.168.1.10,192.168.1.1,0,53,tcp,NORMAL,0.9349
2026-04-25 14:53:00,172.16.0.8,8.8.8.8,51820,22,udp,NORMAL,0.5353
2026-04-25 14:53:01,172.16.0.8,1.1.1.1,51820,53,udp,NORMAL,0.391
2026-04-25 14:53:02,172.16.0.8,10.0.0.1,44321,53,udp,ATTACK,0.7809
2026-04-25 14:53:03,172.16.0.8,10.0.0.1,51820,3389,tcp,NORMAL,0.8961
2026-04-25 14:53:04,10.0.0.22,1.1.1.1,44321,80,tcp,NORMAL,0.9354
2026-04-25 14:53:05,192.168.1.15,1.1.1.1,51820,22,udp,NORMAL,0.1525
2026-04-25 14:53:06,192.168.1.15,8.8.8.8,51820,3389,icmp,NORMAL,0.4748
2026-04-25 14:53:07,192.168.1.10,1.1.1.1,60333,80,udp,NORMAL,0.4366
2026-04-25 14:53:08,192.168.1.15,8.8.8.8,44321,80,tcp,NORMAL,0.7837
2026-04-25 14:53:09,172.16.0.8,1.1.1.1,60333,22,tcp,NORMAL,0.6832
2026-04-25 14:53:10,192.168.1.15,8.8.8.8,51820,53,tcp,NORMAL,0.9271
2026-04-25 14:53:11,192.168.1.10,10.0.0.1,0,443,udp,ATTACK,0.8514
2026-04-25 14:53:12,10.0.0.22,1.1.1.1,60333,80,tcp,ATTACK,0.4434
2026-04-25 14:53:13,192.168.1.15,1.1.1.1,0,80,udp,NORMAL,0.6581
2026-04-25 14:53:14,10.0.0.22,8.8.8.8,0,443,udp,NORMAL,0.8806
2026-04-25 14:53:15,192.168.1.10,8.8.8.8,60333,3389,icmp,NORMAL,0.8642
2026-04-25 14:53:16,192.168.1.15,8.8.8.8,0,22,icmp,ATTACK,0.0772
2026-04-25 14:53:17,192.168.1.10,10.0.0.1,60333,22,tcp,NORMAL,0.4489
2026-04-25 14:53:18,172.16.0.8,10.0.0.1,44321,80,udp,ATTACK,0.1586
2026-04-25 14:53:19,172.16.0.8,1.1.1.1,44321,22,tcp,ATTACK,0.6737
2026-04-25 14:53:20,172.16.0.8,10.0.0.1,51820,22,udp,NORMAL,0.2228
2026-04-25 14:53:21,192.168.1.10,1.1.1.1,0,22,udp,NORMAL,0.679
2026-04-25 14:53:22,192.168.1.10,10.0.0.1,51820,22,tcp,NORMAL,0.242
2026-04-25 14:53:23,192.168.1.15,192.168.1.1,51820,80,udp,NORMAL,0.1002
2026-04-25 14:53:24,192.168.1.10,192.168.1.1,44321,80,tcp,NORMAL,0.1241
2026-04-25 14:53:25,172.16.0.8,192.168.1.1,60333,80,tcp,ATTACK,0.1217
2026-04-25 14:53:26,10.0.0.22,8.8.8.8,51820,443,tcp,NORMAL,0.7428
2026-04-25 14:53:27,192.168.1.10,1.1.1.1,44321,53,tcp,ATTACK,0.1743
2026-04-25 14:53:28,192.168.1.15,192.168.1.1,60333,80,udp,ATTACK,0.9099
2026-04-25 14:53:29,172.16.0.8,1.1.1.1,51820,22,udp,ATTACK,0.7186
2026-04-25 14:53:30,10.0.0.22,8.8.8.8,51820,53,icmp,NORMAL,0.2587
2026-04-25 14:53:31,172.16.0.8,1.1.1.1,60333,53,udp,ATTACK,0.2037
2026-04-25 14:53:32,172.16.0.8,192.168.1.1,51820,22,icmp,ATTACK,0.1562
2026-04-25 14:53:33,192.168.1.15,10.0.0.1,60333,443,udp,ATTACK,0.8992
2026-04-25 14:53:34,10.0.0.22,8.8.8.8,51820,22,tcp,NORMAL,0.4716
2026-04-25 14:53:35,192.168.1.10,1.1.1.1,51820,22,icmp,NORMAL,0.0824
2026-04-25 14:53:36,172.16.0.8,192.168.1.1,51820,3389,tcp,ATTACK,0.7544
2026-04-25 14:53:37,10.0.0.22,10.0.0.1,60333,53,udp,NORMAL,0.8513
2026-04-25 14:53:38,192.168.1.15,8.8.8.8,44321,80,tcp,NORMAL,0.9409
2026-04-25 14:53:39,10.0.0.22,10.0.0.1,51820,443,udp,NORMAL,0.6799
2026-04-25 14:53:40,10.0.0.22,192.168.1.1,51820,22,icmp,NORMAL,0.6469
2026-04-25 14:53:41,10.0.0.22,192.168.1.1,51820,443,udp,ATTACK,0.6482
2026-04-25 14:53:42,10.0.0.22,8.8.8.8,51820,22,udp,NORMAL,0.9043
2026-04-25 14:53:43,192.168.1.15,8.8.8.8,0,443,udp,NORMAL,0.4828
2026-04-25 14:53:44,192.168.1.10,192.168.1.1,0,80,icmp,NORMAL,0.7614
2026-04-25 14:53:45,10.0.0.22,10.0.0.1,51820,443,udp,ATTACK,0.8772
2026-04-25 14:53:46,172.16.0.8,8.8.8.8,44321,80,udp,NORMAL,0.8661
2026-04-25 14:53:47,10.0.0.22,8.8.8.8,60333,22,icmp,NORMAL,0.7657
2026-04-25 14:53:48,192.168.1.15,1.1.1.1,60333,443,tcp,NORMAL,0.8528
2026-04-25 14:53:49,10.0.0.22,1.1.1.1,60333,22,tcp,ATTACK,0.1625
2026-04-25 14:53:50,192.168.1.10,192.168.1.1,44321,22,icmp,NORMAL,0.4471
2026-04-25 14:53:51,10.0.0.22,1.1.1.1,51820,3389,udp,ATTACK,0.4603
2026-04-25 14:53:52,192.168.1.15,192.168.1.1,0,53,tcp,NORMAL,0.3555
2026-04-25 14:53:53,192.168.1.15,1.1.1.1,51820,3389,udp,ATTACK,0.6252
2026-04-25 14:53:54,192.168.1.10,192.168.1.1,44321,80,tcp,NORMAL,0.2825
2026-04-25 14:53:55,10.0.0.22,192.168.1.1,51820,53,icmp,ATTACK,0.6486
2026-04-25 14:53:56,192.168.1.10,1.1.1.1,0,22,tcp,ATTACK,0.9441
2026-04-25 14:53:57,192.168.1.15,1.1.1.1,51820,80,udp,ATTACK,0.5454
2026-04-25 14:53:58,192.168.1.15,10.0.0.1,44321,53,tcp,ATTACK,0.8833
2026-04-25 14:53:59,192.168.1.10,10.0.0.1,44321,80,icmp,ATTACK,0.8283
2026-04-25 14:54:00,172.16.0.8,8.8.8.8,44321,80,icmp,NORMAL,0.391
2026-04-25 14:54:01,172.16.0.8,10.0.0.1,44321,3389,icmp,NORMAL,0.5608
2026-04-25 14:54:02,192.168.1.10,1.1.1.1,60333,3389,udp,NORMAL,0.3391
2026-04-25 14:54:03,172.16.0.8,8.8.8.8,0,22,icmp,NORMAL,0.1014
2026-04-25 14:54:04,192.168.1.15,192.168.1.1,44321,3389,tcp,NORMAL,0.2689
2026-04-25 14:54:05,192.168.1.10,192.168.1.1,60333,53,tcp,NORMAL,0.7666
2026-04-25 14:54:06,172.16.0.8,10.0.0.1,60333,3389,icmp,NORMAL,0.5634
2026-04-25 14:54:07,192.168.1.15,8.8.8.8,60333,3389,icmp,ATTACK,0.3144
2026-04-25 14:54:08,192.168.1.10,1.1.1.1,51820,3389,icmp,NORMAL,0.3093
2026-04-25 14:54:09,10.0.0.22,192.168.1.1,51820,53,udp,NORMAL,0.1841
2026-04-25 14:54:10,192.168.1.15,1.1.1.1,0,443,icmp,NORMAL,0.7287
2026-04-25 14:54:11,10.0.0.22,192.168.1.1,44321,443,udp,NORMAL,0.5965
